CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
228,104430004202600006,202600006,2026-01-25,9,4,1,1,1,4,2,2,2026-01-22 15:17:00,2026-01-22 18:17:00,2026-01-25 15:17:00,13.04559,77.49561,"On 2026-01-22, Deepa Pujari, a resident of 88, Colony, RT Nagar, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
229,104430005202600013,202600013,2026-02-07,12,5,1,1,4,7,3,1,2026-02-04 18:55:00,2026-02-04 19:55:00,2026-02-07 18:55:00,13.00835,77.58187,"On 2026-02-04, Santhosh Patil, a resident of 15, Main Road, Peenya, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
230,104430005202500017,202500017,2025-02-16,12,5,1,2,1,1,3,2,2025-02-13 17:57:00,2025-02-13 20:57:00,2025-02-16 17:57:00,13.01192,77.59694,"On 2025-02-13, Nagaraj Murthy, a resident of 15, Cross Road, Yelahanka, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
231,104300012202500008,202500008,2025-09-24,29,12,1,2,3,6,1,5,2025-09-24 17:58:00,2025-09-24 20:58:00,2025-09-24 17:58:00,17.56645,76.55027,"On 2025-09-24, Shwetha Reddy, a resident of 134, Main Road, Kalaburagi City, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
232,104430002202400006,202400006,2024-08-02,2,2,1,2,1,1,3,1,2024-08-01 13:16:00,2024-08-01 14:16:00,2024-08-02 13:16:00,13.10174,77.58755,"On 2024-08-01, Imran Kulkarni, a resident of 103, Extension, Yelahanka, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
233,104430002202600014,202600014,2026-02-18,3,2,1,1,1,4,1,1,2026-02-16 02:52:00,2026-02-16 02:52:00,2026-02-18 02:52:00,13.10421,77.6002,"On 2026-02-16, Naveen Bhat, a resident of 53, Extension, Peenya, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
234,104300013202500013,202500013,2025-09-14,32,13,1,2,3,6,3,6,2025-09-13 19:10:00,2025-09-13 19:10:00,2025-09-14 19:10:00,17.1218,77.07073,"On 2025-09-13, Lakshmi Reddy, a resident of 140, Cross Road, Kalaburagi City, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
235,104500009202500013,202500013,2025-11-26,23,9,1,1,1,4,2,3,2025-11-26 22:05:00,2025-11-27 00:05:00,2025-11-26 22:05:00,12.30767,76.27076,"On 2025-11-26, Santhosh Bhat, a resident of 105, Main Road, Krishnaraja, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
236,104430005202500018,202500018,2025-11-12,12,5,1,2,1,3,2,2,2025-11-09 07:24:00,2025-11-09 07:24:00,2025-11-12 07:24:00,13.02645,77.57244,"On 2025-11-09, Farhan Desai, a resident of 93, Main Road, Hebbal, reported that the two-wheeler was stolen from outside a commercial complex in broad daylight. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
237,104430004202500015,202500015,2025-02-05,9,4,1,2,1,1,2,1,2025-02-05 05:23:00,2025-02-05 07:23:00,2025-02-05 05:23:00,13.02491,77.52597,"On 2025-02-05, Ananya Achar, a resident of 121, Cross Road, Peenya, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
238,804500007202600001,202600001,2026-04-04,17,7,8,2,1,2,3,4,2026-04-03 12:38:00,2026-04-03 15:38:00,2026-04-04 12:38:00,12.2888,76.64661,"On 2026-04-03, Vidya Jadhav, a resident of 54, Extension, Hunsur, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
239,104430005202500019,202500019,2025-03-09,12,5,1,2,1,3,1,2,2025-03-07 21:42:00,2025-03-07 23:42:00,2025-03-09 21:42:00,13.00781,77.60462,"On 2025-03-07, Naveen Gowda, a resident of 74, Extension, RT Nagar, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
240,104500009202500014,202500014,2025-01-23,22,9,1,1,1,4,1,4,2025-01-20 23:16:00,2025-01-21 00:16:00,2025-01-23 23:16:00,12.32438,76.31355,"On 2025-01-20, Kiran Shetty, a resident of 4, Extension, Krishnaraja, reported that the suspects threatened the complainant with a knife and took cash and a mobile phone. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
241,104430003202500013,202500013,2025-03-25,5,3,1,1,4,7,1,1,2025-03-25 18:56:00,2025-03-25 18:56:00,2025-03-25 18:56:00,13.04579,77.57601,"On 2025-03-25, Prakash Kamath, a resident of 169, Main Road, Peenya, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
242,104430004202500016,202500016,2025-10-06,9,4,1,2,1,3,2,2,2025-10-06 13:13:00,2025-10-06 14:13:00,2025-10-06 13:13:00,13.01548,77.50799,"On 2025-10-06, Prakash Murthy, a resident of 81, Extension, RT Nagar, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
243,104430004202400005,202400005,2024-12-17,10,4,1,2,2,5,2,2,2024-12-17 04:27:00,2024-12-17 07:27:00,2024-12-17 04:27:00,13.02955,77.5373,"On 2024-12-17, Naveen Gowda, a resident of 74, Extension, RT Nagar, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
244,104300013202400002,202400002,2024-08-08,31,13,1,2,3,6,3,6,2024-08-05 10:20:00,2024-08-05 12:20:00,2024-08-08 10:20:00,17.11358,77.08678,"On 2024-08-05, Suresh Reddy, a resident of 25, Layout, Chittapur, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
245,104430004202500017,202500017,2025-02-07,8,4,1,2,1,3,1,1,2025-02-05 22:42:00,2025-02-06 00:42:00,2025-02-07 22:42:00,13.02702,77.53073,"On 2025-02-05, Imran Rao, a resident of 99, Main Road, Hebbal, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
246,104430004202500018,202500018,2025-01-16,8,4,1,2,1,1,2,1,2025-01-14 12:13:00,2025-01-14 12:13:00,2025-01-16 12:13:00,13.02853,77.51001,"On 2025-01-14, Anand Desai, a resident of 84, Colony, Hebbal, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
247,104430004202500019,202500019,2025-05-24,10,4,1,1,4,7,1,1,2025-05-22 10:15:00,2025-05-22 12:15:00,2025-05-24 10:15:00,13.01032,77.50038,"On 2025-05-22, Umesh Gowda, a resident of 121, Main Road, Hebbal, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
248,104300011202400003,202400003,2024-09-04,26,11,1,2,3,6,2,6,2024-09-01 11:49:00,2024-09-01 11:49:00,2024-09-04 11:49:00,17.33173,76.81447,"On 2024-09-01, Ravi Naik, a resident of 14, Main Road, Aland, reported that the suspect posed as a bank official and obtained the OTP over a phone call. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
249,104430002202500013,202500013,2025-12-24,3,2,1,2,3,6,2,1,2025-12-21 14:08:00,2025-12-21 14:08:00,2025-12-24 14:08:00,13.09853,77.58873,"On 2025-12-21, Ananya Kulkarni, a resident of 161, Main Road, Hebbal, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
250,104500007202600006,202600006,2026-04-25,15,7,1,1,4,7,2,3,2026-04-22 01:16:00,2026-04-22 01:16:00,2026-04-25 01:16:00,12.30877,76.63315,"On 2026-04-22, Umesh Achar, a resident of 29, Main Road, Hunsur, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
251,104430004202500020,202500020,2025-09-20,9,4,1,2,3,6,1,1,2025-09-19 02:01:00,2025-09-19 02:01:00,2025-09-20 02:01:00,13.03775,77.4957,"On 2025-09-19, Anand Prasad, a resident of 2, Layout, RT Nagar, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
252,104430005202500020,202500020,2025-11-14,13,5,1,2,2,5,2,1,2025-11-12 12:01:00,2025-11-12 12:01:00,2025-11-14 12:01:00,13.01315,77.5787,"On 2025-11-12, Mahesh Achar, a resident of 16, Extension, Peenya, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
253,104300013202500014,202500014,2025-07-07,31,13,1,2,1,3,3,6,2025-07-05 04:43:00,2025-07-05 06:43:00,2025-07-07 04:43:00,17.10792,77.09346,"On 2025-07-05, Ramesh Achar, a resident of 179, Main Road, Chittapur, reported that the motorcycle parked outside the residence was stolen during the night. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
254,104430005202500021,202500021,2025-02-14,12,5,1,2,2,5,2,1,2025-02-13 17:21:00,2025-02-13 20:21:00,2025-02-14 17:21:00,13.02845,77.57775,"On 2025-02-13, Ananya Kulkarni, a resident of 37, Extension, RT Nagar, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
255,104500008202500012,202500012,2025-09-28,19,8,1,2,2,5,3,3,2025-09-25 22:46:00,2025-09-26 00:46:00,2025-09-28 22:46:00,12.09926,76.68331,"On 2025-09-25, Naveen Rao, a resident of 84, Colony, Nanjangud, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
256,104300011202600006,202600006,2026-05-28,25,11,1,2,1,3,1,5,2026-05-25 09:06:00,2026-05-25 10:06:00,2026-05-28 09:06:00,17.30786,76.84928,"On 2026-05-25, Roopa Prasad, a resident of 130, Colony, Aland, reported that the vehicle was taken from an unattended parking lot after the steering lock was broken. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
257,104430005202600014,202600014,2026-05-25,13,5,1,1,4,7,1,1,2026-05-24 23:21:00,2026-05-25 00:21:00,2026-05-25 23:21:00,13.02575,77.60296,"On 2026-05-24, Kavitha Reddy, a resident of 168, Layout, RT Nagar, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
258,104500009202600011,202600011,2026-05-11,22,9,1,2,1,1,2,3,2026-05-08 00:06:00,2026-05-08 01:06:00,2026-05-11 00:06:00,12.29732,76.27329,"On 2026-05-08, Nagaraj Murthy, a resident of 94, Colony, Hunsur, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
259,104300012202600004,202600004,2026-02-16,28,12,1,2,1,2,1,6,2026-02-13 09:39:00,2026-02-13 11:39:00,2026-02-16 09:39:00,17.57236,76.55879,"On 2026-02-13, Farhan Desai, a resident of 47, Cross Road, Chittapur, reported that the grill of the ventilator was cut and gold ornaments and cash were taken. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
260,104300012202500009,202500009,2025-08-29,29,12,1,2,1,2,2,5,2025-08-28 23:42:00,2025-08-29 01:42:00,2025-08-29 23:42:00,17.58588,76.58958,"On 2025-08-28, Girish Gowda, a resident of 172, Main Road, Aland, reported that entry was gained through an unsecured rear window and the almirah was ransacked. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
261,104300013202400003,202400003,2024-09-23,32,13,1,2,1,2,3,6,2024-09-22 10:28:00,2024-09-22 10:28:00,2024-09-23 10:28:00,17.11697,77.08175,"On 2024-09-22, Nagaraj Hegde, a resident of 85, Colony, Chittapur, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
262,104300013202600008,202600008,2026-01-22,32,13,1,1,1,4,2,6,2026-01-22 00:38:00,2026-01-22 00:38:00,2026-01-22 00:38:00,17.11569,77.10517,"On 2026-01-22, Kiran Naik, a resident of 138, Colony, Kalaburagi City, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
263,104430004202400006,202400006,2024-08-13,10,4,1,2,2,5,1,1,2024-08-13 10:09:00,2024-08-13 12:09:00,2024-08-13 10:09:00,13.00877,77.53813,"On 2024-08-13, Nagaraj Desai, a resident of 98, Colony, Peenya, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
264,104430004202600007,202600007,2026-03-08,9,4,1,2,2,5,3,1,2026-03-05 17:06:00,2026-03-05 19:06:00,2026-03-08 17:06:00,13.00917,77.5339,"On 2026-03-05, Suresh Gowda, a resident of 86, Main Road, Yelahanka, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
265,104300013202500015,202500015,2025-10-21,31,13,1,2,2,5,3,5,2025-10-18 21:37:00,2025-10-18 22:37:00,2025-10-21 21:37:00,17.13621,77.09958,"On 2025-10-18, Ravi Kamath, a resident of 175, Extension, Aland, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
266,104300011202400004,202400004,2024-08-15,25,11,1,2,1,3,3,6,2024-08-14 06:10:00,2024-08-14 06:10:00,2024-08-15 06:10:00,17.31924,76.85342,"On 2024-08-14, Lakshmi Kamath, a resident of 141, Main Road, Kalaburagi City, reported that the two-wheeler was stolen from outside a commercial complex in broad daylight. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
267,104300013202500016,202500016,2025-12-13,32,13,1,1,1,4,2,6,2025-12-12 21:02:00,2025-12-12 21:02:00,2025-12-13 21:02:00,17.14044,77.08991,"On 2025-12-12, Basavaraj Patil, a resident of 169, Layout, Kalaburagi City, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Chittapur Police Station in Kalaburagi district."
268,104500008202600003,202600003,2026-02-17,20,8,1,2,2,5,1,4,2026-02-15 04:21:00,2026-02-15 05:21:00,2026-02-17 04:21:00,12.11995,76.70213,"On 2026-02-15, Deepa Prasad, a resident of 85, Colony, Nanjangud, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
269,104430003202500014,202500014,2025-12-23,5,3,1,2,1,3,3,2,2025-12-23 13:04:00,2025-12-23 14:04:00,2025-12-23 13:04:00,13.04832,77.5972,"On 2025-12-23, Naveen Gowda, a resident of 74, Extension, RT Nagar, reported that the two-wheeler was stolen from outside a commercial complex in broad daylight. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
270,104500007202600007,202600007,2026-05-05,16,7,1,2,3,6,1,4,2026-05-04 22:33:00,2026-05-04 22:33:00,2026-05-05 22:33:00,12.30196,76.65575,"On 2026-05-04, Rakesh Swamy, a resident of 145, Main Road, Krishnaraja, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
271,804300012202500002,202500002,2025-11-05,29,12,8,1,1,4,3,6,2025-11-04 03:32:00,2025-11-04 03:32:00,2025-11-05 03:32:00,17.58497,76.55256,"On 2025-11-04, Kavitha Pujari, a resident of 78, Cross Road, Kalaburagi City, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
272,104430002202600015,202600015,2026-02-12,3,2,1,2,3,6,1,1,2026-02-12 14:45:00,2026-02-12 15:45:00,2026-02-12 14:45:00,13.0863,77.60944,"On 2026-02-12, Yusuf Swamy, a resident of 78, Cross Road, Hebbal, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
273,104300012202400003,202400003,2024-10-08,29,12,1,2,1,2,2,5,2024-10-07 00:52:00,2024-10-07 00:52:00,2024-10-08 00:52:00,17.57318,76.56896,"On 2024-10-07, Anand Hegde, a resident of 123, Extension, Aland, reported that the grill of the ventilator was cut and gold ornaments and cash were taken. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
274,804500008202600001,202600001,2026-02-10,19,8,8,2,2,5,1,4,2026-02-10 10:29:00,2026-02-10 12:29:00,2026-02-10 10:29:00,12.1034,76.70223,"On 2026-02-10, Nandini Bhat, a resident of 39, Layout, Hunsur, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
275,104430004202500021,202500021,2025-06-14,10,4,1,1,4,7,1,2,2025-06-11 03:39:00,2025-06-11 03:39:00,2025-06-14 03:39:00,13.03839,77.51519,"On 2025-06-11, Roopa Swamy, a resident of 14, Extension, RT Nagar, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
276,104500007202500012,202500012,2025-10-28,17,7,1,1,4,7,1,3,2025-10-25 23:59:00,2025-10-26 00:59:00,2025-10-28 23:59:00,12.30043,76.63536,"On 2025-10-25, Deepa Pujari, a resident of 41, Colony, Hunsur, reported that a tip-off led to the seizure of contraband from a rented room. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
277,104300012202600005,202600005,2026-05-15,29,12,1,2,2,5,1,6,2026-05-15 12:23:00,2026-05-15 14:23:00,2026-05-15 12:23:00,17.56482,76.54798,"On 2026-05-15, Anand Jadhav, a resident of 136, Colony, Kalaburagi City, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
278,104430002202600016,202600016,2026-01-29,3,2,1,2,1,1,1,2,2026-01-27 22:01:00,2026-01-27 22:01:00,2026-01-29 22:01:00,13.09409,77.58867,"On 2026-01-27, Naveen Bhat, a resident of 53, Extension, Peenya, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
279,104430002202600017,202600017,2026-05-09,2,2,1,2,1,1,3,2,2026-05-07 12:24:00,2026-05-07 12:24:00,2026-05-09 12:24:00,13.10803,77.61186,"On 2026-05-07, Anand Kamath, a resident of 25, Layout, Peenya, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
280,104300011202500006,202500006,2025-03-25,25,11,1,2,3,6,3,6,2025-03-24 04:14:00,2025-03-24 05:14:00,2025-03-25 04:14:00,17.32315,76.8271,"On 2025-03-24, Shwetha Reddy, a resident of 134, Main Road, Kalaburagi City, reported that the complainant was induced to transfer money on the promise of a part-time job. The incident occurred within the limits of Kalaburagi City Police Station in Kalaburagi district."
281,104430005202500022,202500022,2025-01-12,12,5,1,2,2,5,1,2,2025-01-09 17:56:00,2025-01-09 18:56:00,2025-01-12 17:56:00,13.01759,77.58935,"On 2025-01-09, Manjunath Gowda, a resident of 141, Colony, Peenya, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
282,804300012202500003,202500003,2025-02-25,28,12,8,2,1,1,1,5,2025-02-25 14:11:00,2025-02-25 14:11:00,2025-02-25 14:11:00,17.54287,76.54662,"On 2025-02-25, Ramesh Gowda, a resident of 41, Cross Road, Kalaburagi City, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
283,104500007202600008,202600008,2026-01-18,15,7,1,2,2,5,2,3,2026-01-17 21:32:00,2026-01-17 22:32:00,2026-01-18 21:32:00,12.30352,76.65861,"On 2026-01-17, Shivakumar Naik, a resident of 1, Extension, Krishnaraja, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Krishnaraja Police Station in Mysuru district."
284,104430002202400007,202400007,2024-12-21,3,2,1,2,1,1,1,1,2024-12-18 18:29:00,2024-12-18 18:29:00,2024-12-21 18:29:00,13.11209,77.5994,"On 2024-12-18, Savitha Shetty, a resident of 67, Cross Road, Yelahanka, reported that two-wheeler borne suspects snatched the gold chain and fled towards the ring road. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
285,104430003202400008,202400008,2024-10-15,5,3,1,1,4,7,2,1,2024-10-12 15:53:00,2024-10-12 17:53:00,2024-10-15 15:53:00,13.01788,77.59196,"On 2024-10-12, Yusuf Kamath, a resident of 9, Cross Road, RT Nagar, reported that the accused was found in possession of contraband during a vehicle check at a checkpost. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
286,104500008202600004,202600004,2026-04-22,20,8,1,2,1,1,3,4,2026-04-20 03:01:00,2026-04-20 06:01:00,2026-04-22 03:01:00,12.13773,76.67017,"On 2026-04-20, Bhavya Achar, a resident of 128, Cross Road, Krishnaraja, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
287,104430004202500022,202500022,2025-08-09,9,4,1,2,3,6,1,2,2025-08-06 10:00:00,2025-08-06 13:00:00,2025-08-09 10:00:00,13.03994,77.53037,"On 2025-08-06, Harish Naik, a resident of 54, Layout, Peenya, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
288,104500008202600005,202600005,2026-06-13,20,8,1,2,2,5,1,4,2026-06-12 17:55:00,2026-06-12 19:55:00,2026-06-13 17:55:00,12.12318,76.6656,"On 2026-06-12, Santhosh Naik, a resident of 77, Colony, Nanjangud, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
289,104430002202600018,202600018,2026-01-24,3,2,1,1,1,4,2,2,2026-01-23 11:34:00,2026-01-23 12:34:00,2026-01-24 11:34:00,13.11811,77.61309,"On 2026-01-23, Harish Kulkarni, a resident of 1, Main Road, Peenya, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
290,104500009202500015,202500015,2025-12-30,22,9,1,2,1,1,2,4,2025-12-27 22:57:00,2025-12-28 01:57:00,2025-12-30 22:57:00,12.28655,76.29666,"On 2025-12-27, Kiran Naik, a resident of 133, Main Road, Hunsur, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
291,104430002202500014,202500014,2025-10-06,3,2,1,2,2,5,1,2,2025-10-06 14:06:00,2025-10-06 17:06:00,2025-10-06 14:06:00,13.12193,77.57932,"On 2025-10-06, Chetan Rao, a resident of 23, Main Road, RT Nagar, reported that a quarrel over a parking dispute escalated and the complainant was assaulted. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
292,104430003202500015,202500015,2025-06-03,5,3,1,2,3,6,1,2,2025-06-02 09:35:00,2025-06-02 12:35:00,2025-06-03 09:35:00,13.05002,77.60601,"On 2025-06-02, Vinay Patil, a resident of 138, Cross Road, RT Nagar, reported that payment was collected for goods advertised online which were never delivered. The incident occurred within the limits of Hebbal Police Station in Bengaluru North district."
293,104500008202400005,202400005,2024-11-13,19,8,1,2,1,1,1,3,2024-11-10 19:59:00,2024-11-10 19:59:00,2024-11-13 19:59:00,12.10853,76.70329,"On 2024-11-10, Vinay Bhat, a resident of 140, Colony, Krishnaraja, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
294,104430005202600015,202600015,2026-01-20,13,5,1,1,1,4,2,1,2026-01-20 02:31:00,2026-01-20 05:31:00,2026-01-20 02:31:00,13.00233,77.6104,"On 2026-01-20, Chetan Jadhav, a resident of 83, Layout, Hebbal, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
295,104500009202400006,202400006,2024-08-14,22,9,1,1,1,4,2,3,2024-08-11 10:25:00,2024-08-11 10:25:00,2024-08-14 10:25:00,12.2982,76.31267,"On 2024-08-11, Farhan Desai, a resident of 37, Layout, Krishnaraja, reported that an armed group waylaid the complainant on a deserted stretch and robbed the collection amount. The incident occurred within the limits of Hunsur Police Station in Mysuru district."
296,104430005202400008,202400008,2024-10-21,12,5,1,2,2,5,3,1,2024-10-20 09:40:00,2024-10-20 10:40:00,2024-10-21 09:40:00,13.03613,77.59324,"On 2024-10-20, Lokesh Murthy, a resident of 86, Cross Road, Peenya, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of RT Nagar Police Station in Bengaluru North district."
297,104430004202400007,202400007,2024-09-07,8,4,1,2,1,1,3,1,2024-09-06 00:28:00,2024-09-06 00:28:00,2024-09-07 00:28:00,13.01608,77.52818,"On 2024-09-06, Rakesh Patil, a resident of 9, Main Road, RT Nagar, reported that pillion rider snatched the mangalsutra while the complainant was walking on the footpath. The incident occurred within the limits of Peenya Police Station in Bengaluru North district."
298,104430002202600019,202600019,2026-05-06,2,2,1,2,1,1,3,1,2026-05-04 05:44:00,2026-05-04 05:44:00,2026-05-06 05:44:00,13.10471,77.57761,"On 2026-05-04, Farhan Desai, a resident of 93, Main Road, Hebbal, reported that suspects on a motorcycle without a number plate snatched the chain near a bus stop. The incident occurred within the limits of Yelahanka Police Station in Bengaluru North district."
299,104500008202600006,202600006,2026-04-10,19,8,1,2,2,5,1,4,2026-04-07 11:24:00,2026-04-07 11:24:00,2026-04-10 11:24:00,12.09899,76.69983,"On 2026-04-07, Roopa Kamath, a resident of 138, Main Road, Krishnaraja, reported that the accused caused hurt with a wooden club following a prior enmity. The incident occurred within the limits of Nanjangud Police Station in Mysuru district."
300,104300012202400004,202400004,2024-08-21,29,12,1,2,1,2,3,6,2024-08-19 02:13:00,2024-08-19 03:13:00,2024-08-21 02:13:00,17.54907,76.57937,"On 2024-08-19, Naveen Rao, a resident of 143, Cross Road, Chittapur, reported that the lock of the main door was broken open while the house was locked and the family was away. The incident occurred within the limits of Aland Police Station in Kalaburagi district."
